type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
CASH_OUT,214890.87,C1362538147,20205,0,C2135669532,232732.11,449275.58,0
CASH_OUT,114740.63,C1807323924,564091.26,449350.63,C2090261698,0,307979.17,0
CASH_OUT,417028.32,C774101498,47605,0,C746068343,89051.51,506079.83,0
TRANSFER,2125775.45,C2056105542,0,0,C1921483039,3775376.12,6046813.45,0
CASH_OUT,214113.44,C1161758373,0,0,C2081834559,301320.9,458344.28,0
PAYMENT,8324.93,C1623544171,401016,392691.07,M1138362909,0,0,0
PAYMENT,9740.78,C574766427,35433.5,25692.72,M522267880,0,0,0
CASH_OUT,135195.06,C833823227,79315,0,C759746323,665132.51,800327.57,0
TRANSFER,546750.68,C968061452,439,0,C1803507324,0,546750.68,0
CASH_OUT,198002.44,C353922811,1277,0,C1381853161,392534.08,1008669.06,0
PAYMENT,13729.65,C1708385447,11374,0,M2036257115,0,0,0
CASH_OUT,353763.22,C1502955233,52799,0,C1433627902,1182497.7,1536260.92,0
CASH_OUT,366433.16,C1688415431,30102,0,C2079520252,2658272.44,3024705.59,0
PAYMENT,30601.36,C1315023805,239934.18,209332.82,M427610476,0,0,0
CASH_OUT,67934.24,C991841258,0,0,C476433594,1370891,1438825.23,0
PAYMENT,14991.82,C1468342694,17924.68,2932.86,M54759005,0,0,0
CASH_OUT,210775.24,C536719531,23516,0,C949813136,347623.34,991366.97,0
CASH_IN,91655.95,C1753892718,6698,98353.95,C2093165236,519074.86,427418.91,0
CASH_IN,124506.26,C218132514,2365576.13,2490082.4,C1935293965,348201.15,223694.88,0
CASH_IN,311511.27,C544488800,7495042.82,7806554.09,C1288839332,12949803.62,12647765.41,0
CASH_IN,58283.58,C1394967878,82438,140721.58,C1373130111,200805.38,142521.8,0
CASH_IN,200838.46,C896985229,507651.46,708489.92,C522632546,2468696.23,2267857.77,0
CASH_OUT,642997.64,C1606290149,134,0,C1305121958,75978.69,718976.33,0
TRANSFER,1005556.72,C1534108311,21236,0,C1001309617,0,1881350.14,0
PAYMENT,6024.31,C705452800,0,0,M102191582,0,0,0
PAYMENT,1638.96,C1790827963,1249572.96,1247934,M1279761351,0,0,0
PAYMENT,3843.25,C602342189,0,0,M1063801971,0,0,0
CASH_IN,136770.17,C551042553,833001.29,969771.46,C999544948,1061052.7,924282.53,0
PAYMENT,5582.42,C1151876609,34116,28533.58,M997016574,0,0,0
CASH_OUT,254357.47,C438342015,0,0,C547837830,2619351.86,2873709.33,0
CASH_IN,75586.47,C597624250,22566636.08,22642222.55,C829107725,196280.14,120693.66,0
CASH_IN,199235.11,C26821922,369339,568574.11,C1065326220,62493.6,0,0
PAYMENT,17397.23,C1387860236,0,0,M1399860380,0,0,0
TRANSFER,290421.68,C1545939579,0,0,C1679201715,1143220.39,1433642.08,0
CASH_IN,180881.16,C1859468238,1186485.56,1367366.72,C254558116,653942.32,555027.53,0
CASH_OUT,209840.26,C257835288,0,0,C1923014845,0,209840.26,0
PAYMENT,7064.06,C109992393,3084,0,M788924282,0,0,0
PAYMENT,4708.31,C519520016,165,0,M339788366,0,0,0
PAYMENT,12167.4,C66993988,154156,141988.6,M862872689,0,0,0
CASH_IN,146123.16,C286528514,5135039.26,5281162.42,C1814361629,5193064.69,5046941.53,0
CASH_OUT,263172.45,C988730624,9.64,0,C1508595070,3365993.97,3629166.42,0
CASH_OUT,336451.78,C532947279,0,0,C1263029427,1693321.43,2317773.97,0
PAYMENT,11259.34,C339069116,0,0,M2018453334,0,0,0
CASH_IN,60089.51,C697945127,30108,90197.51,C1607739538,0,0,0
CASH_OUT,38412.26,C687366335,0,0,C672521592,216248.07,488296,0
PAYMENT,3555.63,C461240461,49061,45505.37,M225372868,0,0,0
PAYMENT,26531.13,C665160351,0,0,M1445238849,0,0,0
PAYMENT,4196.07,C1507079850,784,0,M2137421568,0,0,0
TRANSFER,80103.9,C508845408,0,0,C706180680,265103.65,391367.13,0
CASH_OUT,6543.27,C1870458507,0,0,C152442168,3540734.9,4691602.85,0
CASH_IN,170672.96,C1392585079,34522,205194.96,C939693702,68794.39,0,0
PAYMENT,3962.11,C348063490,0,0,M1810539592,0,0,0
CASH_OUT,17745.2,C608442095,0,0,C1410936008,15709983.41,15536288.21,0
PAYMENT,14514.42,C837325028,0,0,M1171460058,0,0,0
CASH_OUT,142271.66,C91612454,0,0,C1180014238,2118660.41,2393264.2,0
CASH_IN,17234.49,C1325745365,14568.58,31803.07,C1095587424,5379784.35,6185627.69,0
CASH_OUT,247812.12,C1410434444,0,0,C1611427359,597375.33,1520688.78,0
CASH_OUT,49554.54,C1092845529,15632,0,C1091540273,0,49554.54,0
TRANSFER,664303.61,C1035218199,0,0,C981988827,1424771.78,1485673.47,0
DEBIT,11852.62,C1189244185,969,0,C724874734,19813,0,0
CASH_OUT,144401.67,C607090534,0,0,C1993588706,298229.98,563076.67,0
CASH_OUT,229547.77,C1646738682,906,0,C1359044626,0,436489.9,0
CASH_OUT,138392.72,C1758004086,0,0,C2064998067,308571,0,0
PAYMENT,3570.08,C811895484,135141,131570.92,M1270159314,0,0,0
CASH_IN,367810.87,C340295365,30732,398542.87,C1584495875,0,379529.1,0
PAYMENT,3348.97,C932531584,49682,46333.03,M556177868,0,0,0
PAYMENT,4621.95,C356887822,0,0,M1632585509,0,0,0
CASH_IN,147297.32,C1921764514,1503679.86,1650977.18,C2099241841,892651.78,1324252.8,0
PAYMENT,49500.72,C1325066506,21726.19,0,M1084421533,0,0,0
PAYMENT,25524.4,C1766027720,0,0,M496728924,0,0,0
PAYMENT,5855.01,C1294000093,0,0,M255290523,0,0,0
CASH_OUT,424699.22,C1537396289,135,0,C1052772714,0,424699.22,0
PAYMENT,22941.21,C1945666630,4515,0,M1719998627,0,0,0
PAYMENT,13948.98,C449383212,20265,6316.02,M280143075,0,0,0
TRANSFER,742050.87,C358257405,0,0,C494845714,1476298.62,3327353.92,0
TRANSFER,72952.95,C282651399,82821,9868.05,C2030140119,526,500639.64,0
PAYMENT,5388.61,C617007607,20235,14846.39,M135153696,0,0,0
CASH_IN,116484.95,C459026462,5610095.16,5726580.11,C877785117,155463.14,38978.2,0
CASH_IN,258509.72,C1028519075,18192091.16,18450600.89,C25537313,926682.2,668172.48,0
TRANSFER,719466.81,C2092092269,0,0,C2036762590,4033830.3,5088868.63,0
TRANSFER,147594.03,C1996590302,0,0,C384996946,1222491.59,2233748.11,0
CASH_OUT,448584.32,C1036062089,23103,0,C1316168429,0,67877.64,0
PAYMENT,8041.57,C2073751408,0,0,M33416352,0,0,0
CASH_OUT,151336.87,C1879586214,14736,0,C168299345,2752832.69,2852165.24,0
CASH_OUT,100155.45,C609475647,479,0,C1838072419,0,0,0
CASH_OUT,61687.02,C714756673,0,0,C260432451,79445.62,32427.67,0
CASH_IN,50986.47,C579401326,2472801.96,2523788.42,C2047376708,949612.81,1282537.9,0
CASH_OUT,26361.43,C1345105456,0,0,C116145090,116743.77,143105.19,0
PAYMENT,13119.53,C1514380597,0,0,M1001541798,0,0,0
PAYMENT,14711.29,C1561826908,4198.42,0,M759744043,0,0,0
CASH_IN,260648.52,C790977219,1867327.9,2127976.42,C34016358,2420778.38,2317374.03,0
CASH_OUT,46544.39,C329047820,0,0,C1595254433,589687.01,783809.09,0
CASH_OUT,152193.7,C1267130230,232,0,C266018888,2502875.01,3371435.61,0
CASH_OUT,490046.47,C1288435679,48139,0,C491001071,0,631092.99,0
PAYMENT,15785.52,C1235606576,0,0,M988819786,0,0,0
CASH_IN,139492.11,C830241067,1096601.95,1236094.06,C827915728,2104474.13,2204121.28,0
CASH_OUT,365076.18,C735623301,0,0,C1629911510,4478906.85,4843983.04,0
CASH_OUT,469596.2,C65329597,110,0,C1559145228,870609.27,1340205.47,0
CASH_OUT,185701.19,C158139896,0,0,C774580119,187273.26,380708.18,0
CASH_IN,354881.64,C1855337418,361,355242.64,C2139950915,0,0,0
CASH_OUT,181326.48,C1993670607,0,0,C1496194127,356076.82,537403.3,0
PAYMENT,6154.84,C1552328062,0,0,M88779283,0,0,0
PAYMENT,9649.6,C1316973634,263660.33,254010.73,M1131180179,0,0,0
CASH_IN,64538.44,C1564780271,2835587.93,2900126.37,C725215101,271930.09,207391.65,0
CASH_IN,40526.51,C905741608,295372.67,335899.18,C1011907162,63161,0,0
CASH_OUT,427962.71,C617866032,283,0,C773245323,0,118403.16,0
CASH_OUT,152329.93,C1164217076,60163,0,C1258899140,0,253959.39,0
PAYMENT,3934.72,C1884064199,0,0,M1661194819,0,0,0
TRANSFER,1592286.1,C1468172476,41439,0,C770643797,4533916.17,5571616.56,0
PAYMENT,46384.4,C713006095,101760,55375.6,M1902947117,0,0,0
PAYMENT,4620.28,C1352034488,82840,78219.72,M438064858,0,0,0
CASH_IN,96320.17,C45981238,12102185.87,12198506.04,C1570090451,2616593.94,2405211.32,0
CASH_OUT,95969,C1568609811,151679,55710,C1430543710,783816.76,814294.9,0
PAYMENT,48851.37,C1764208878,21753,0,M1118640762,0,0,0
CASH_OUT,163653.23,C1631706860,121982.22,0,C1248449720,713889.99,877543.22,0
CASH_OUT,43911.48,C1642605387,0,0,C2134067172,611622.21,587703.56,0
TRANSFER,989935.62,C1102040235,0,0,C476441699,1281027.05,2270962.67,0
CASH_OUT,93229.44,C2146101634,245928.76,152699.32,C410033330,2394258.93,2724444.33,0
CASH_OUT,81652.76,C992919454,15718,0,C1250530058,795255.63,714830.12,0
CASH_OUT,443139.59,C1603326927,10894,0,C1033049515,695990.32,1139129.91,0
CASH_IN,101646.65,C1591138365,1987253.91,2088900.56,C1469084143,4925883.91,5127494.21,0
CASH_OUT,445227.58,C1249610210,0,0,C1017913693,1037722.09,1482949.68,0
CASH_OUT,230511.45,C818468056,488090.59,257579.14,C1763052044,4181826.65,5043670.33,0
CASH_IN,46729.82,C1363489512,5670433.31,5717163.13,C639083123,503210.99,207944.89,0
CASH_IN,110780.76,C77311150,8057343.33,8168124.08,C1365134973,437289.86,326509.1,0
CASH_IN,250155.5,C730735667,12236492.41,12486647.92,C1734557767,273554.15,289475.32,0
CASH_IN,213428.37,C1503295990,680300.74,893729.11,C488624810,4858689.8,4644792.27,0
PAYMENT,28984.69,C1326147228,10988,0,M1715455168,0,0,0
CASH_OUT,340529.23,C1899870269,1054,0,C1822503762,356973.14,1775158.11,0
CASH_OUT,319987,C1179672612,1150,0,C621810262,4622709.52,5176028.14,0
CASH_OUT,494421.27,C1656215410,41809,0,C850980142,0,494421.27,0
PAYMENT,1819.36,C2031660104,0,0,M441594196,0,0,0
CASH_OUT,49579.99,C1584895320,30743,0,C1421672087,73671.64,123251.63,0
CASH_OUT,143441.51,C327335775,10547,0,C1471689037,640369.88,82386.74,0
PAYMENT,918.24,C1320964498,0,0,M1873061832,0,0,0
CASH_OUT,5666.19,C1861777637,416968.07,411301.89,C1649944650,58719.72,64385.9,0
PAYMENT,12779.71,C1046198518,253206.4,240426.69,M1896831483,0,0,0
CASH_OUT,144245.75,C258580462,208215,63969.25,C1909849710,0,144245.75,0
CASH_OUT,347628.05,C1132973590,67049,0,C1733562571,0,347628.05,0
PAYMENT,39944.14,C1371582330,30832,0,M1129393639,0,0,0
CASH_IN,410147.79,C9015716,34504,444651.79,C1814731651,750489,269116.98,0
CASH_OUT,104841.11,C1720447574,9939,0,C1284792861,303650.64,408491.75,0
CASH_OUT,225418.26,C1632827661,647,0,C815121481,3922959.78,4148378.04,0
PAYMENT,7629.87,C1284390364,20211,12581.13,M701278881,0,0,0
CASH_IN,159536.67,C2055523616,3799552.35,3959089.02,C1139636566,3165852.09,3006315.42,0
CASH_IN,197162.99,C655862836,4699457.51,4896620.5,C695973311,319022.27,121859.28,0
CASH_OUT,124532.53,C1331893719,863592.24,739059.7,C1996908996,4267015.14,4391547.68,0
PAYMENT,29696.99,C2018472269,0,0,M1446602908,0,0,0
CASH_IN,167069.23,C186830225,3522.23,170591.46,C148209125,2164491.37,1997422.14,0
PAYMENT,12788.13,C1052635931,78761,65972.87,M1047145641,0,0,0
TRANSFER,142197.83,C1521743365,56839,0,C1466273764,60080.34,202278.17,0
PAYMENT,9109.24,C998142869,1820508.67,1811399.42,M256526447,0,0,0
CASH_IN,238294.03,C1892870646,1200102.36,1438396.38,C576440022,2253727.23,2098736.4,0
PAYMENT,6900.67,C979084496,193514.9,186614.23,M832651299,0,0,0
CASH_IN,210777.05,C1524478230,383900.2,594677.25,C240787463,0,0,0
CASH_OUT,318633.8,C1367144751,0,0,C324545460,370047.21,688681.01,0
CASH_IN,60386.66,C736516014,1382460.03,1442846.69,C574367055,2087160.19,2026773.53,0
CASH_OUT,162459.02,C1756715373,0,0,C1514087105,1113977,1276436.02,0
CASH_OUT,156465.15,C886461477,5015,0,C1447076900,2114971.37,2271436.52,0
CASH_OUT,539618.87,C854314663,0,0,C292296852,1436843.31,1976462.18,0
PAYMENT,11097.01,C1860815086,178399,167301.99,M1627352660,0,0,0
CASH_OUT,194396.2,C1434018911,22096,0,C2076351339,566201.81,760598.01,0
CASH_IN,409184.28,C1889173311,5764,414948.28,C731974337,469617.31,60433.04,0
CASH_OUT,176872.99,C1007584746,0,0,C597128089,462875.2,639748.19,0
CASH_OUT,291498.44,C143782419,0,0,C757108857,2302092.46,2593590.9,0
PAYMENT,9358.35,C1189265353,0,0,M1588104899,0,0,0
CASH_OUT,263387.33,C1634100932,0,0,C2123307770,663697.56,927084.89,0
CASH_OUT,194320.97,C174427347,0,0,C1951476189,918087.94,1378659.16,0
CASH_OUT,191206.06,C198439997,0,0,C1747401050,674561.76,865767.82,0
CASH_OUT,106459.24,C1876187961,0,0,C1219169266,1559950.37,1666409.61,0
PAYMENT,5348.77,C1098843511,146670.45,141321.68,M1063634917,0,0,0
CASH_IN,340496.96,C1323647943,19926,360422.96,C986327375,417100.81,76603.85,0
PAYMENT,16069.1,C871651401,10280.79,0,M345423021,0,0,0
PAYMENT,15407.1,C1857362358,0,0,M986291959,0,0,0
CASH_IN,33483.74,C175196811,11677,45160.74,C582728724,2780999.98,2354671.65,0
PAYMENT,22328.17,C1507561062,632760.45,610432.27,M290666561,0,0,0
CASH_OUT,390265.3,C1066131828,6444,0,C1989635077,425203,815468.3,0
PAYMENT,14301.82,C1622289185,0,0,M685950234,0,0,0
PAYMENT,10137.89,C1834276969,0,0,M1403001548,0,0,0
CASH_OUT,95419.41,C1882471081,0,0,C1868096235,138110.57,233529.98,0
CASH_IN,74220.52,C811509894,421920.53,496141.05,C182799539,2565190.56,2490970.04,0
PAYMENT,7146.05,C321661970,0,0,M2067433723,0,0,0
PAYMENT,35.13,C64041286,0,0,M1305250042,0,0,0
CASH_OUT,113121.73,C408747200,0,0,C1247051677,2098446.33,2211568.06,0
CASH_OUT,272323.49,C762193185,0,0,C1568115928,1485715.95,1758039.44,0
CASH_OUT,137837.1,C645637613,0,0,C172503929,270052.2,407889.31,0
CASH_OUT,133125.38,C728213239,0,0,C1378215782,1417296.33,1550421.71,0
CASH_OUT,29513.27,C403722604,271731,242217.73,C1872196255,3555868.98,3851783.07,0
PAYMENT,16294.26,C2069212539,10875,0,M1818816739,0,0,0
PAYMENT,3483.6,C229381405,5097,1613.4,M1200187166,0,0,0
CASH_OUT,269739.82,C1997801391,212223,0,C1386011196,0,269739.82,0
PAYMENT,19070.12,C250722124,48116,29045.88,M433615226,0,0,0
PAYMENT,35882.58,C2114734387,121796,85913.42,M1719766683,0,0,0
CASH_IN,303780.57,C215389614,34597.05,338377.62,C1423769609,514804.25,298088.66,0
PAYMENT,5445.81,C1669699786,0,0,M1565713344,0,0,0
CASH_OUT,143942.49,C2070170353,0,0,C195132477,2185143.06,2396616.35,0
CASH_OUT,68468.8,C1078685885,0,0,C1943516848,1453664.61,1522133.42,0
TRANSFER,821970.9,C538712838,44281,0,C1231030104,11559,833529.9,0
CASH_OUT,47468.32,C1959661581,0,0,C1108219853,1273653.66,1321121.98,0
CASH_OUT,229589.93,C787097342,192592,0,C1820124666,0,229589.93,0
CASH_IN,92936.83,C347493355,2327367.32,2420304.15,C251557282,2598583.41,2505646.58,0
CASH_OUT,125834.57,C232787170,6560,0,C1517192144,310137.23,435971.8,0
PAYMENT,14318.07,C676364324,0,0,M370497196,0,0,0
PAYMENT,6220.12,C571561486,0,0,M88825334,0,0,0
PAYMENT,7158.23,C1437248549,248988.76,241830.54,M1544981590,0,0,0
TRANSFER,697761.83,C1061907128,61719,0,C390955707,60678.15,758439.99,0
CASH_OUT,185454.36,C273605311,9328,0,C1545666185,6436965.09,6622419.44,0
PAYMENT,4897.77,C668869465,31448,26550.23,M21120618,0,0,0
CASH_IN,100534.26,C658644919,5844291.04,5944825.3,C2080658995,1050627.74,950093.48,0
CASH_IN,263927.52,C1716361274,4138801.71,4402729.22,C1022896347,486562.5,222634.98,0
PAYMENT,3980.9,C1625384739,9053,5072.1,M1314549411,0,0,0
CASH_OUT,54899.54,C105598483,24697,0,C1386732390,14845089.71,14899989.25,0
CASH_OUT,21788.75,C949471012,0,0,C702577092,22151,43939.75,0
PAYMENT,4115.16,C1271369162,62407,58291.84,M554226563,0,0,0
CASH_OUT,51564.55,C256935679,188161.18,136596.63,C532157012,116529.71,168094.26,0
PAYMENT,1584.02,C728758777,14882,13297.98,M820599322,0,0,0
CASH_IN,428356.37,C1769614735,133129,561485.37,C1067413548,634289.5,205933.13,0
CASH_OUT,170516.72,C1743723102,0,0,C1149788645,13693018.04,16121168.09,0
CASH_IN,53489.83,C85458746,6687984.58,6741474.41,C1215697988,191207.74,137717.91,0
CASH_OUT,92107.97,C2001834492,0,0,C185353840,4569544.04,4619089.19,0
PAYMENT,8308.23,C1877473176,0,0,M2026960376,0,0,0
CASH_IN,303169.16,C955362243,41081,344250.16,C1986105528,0,97564.54,0
CASH_IN,60659.57,C1486934668,561843.25,622502.82,C394918839,4492040.42,7715088.91,0
CASH_OUT,144052.51,C150590554,0,0,C494868862,359280.95,916194.32,0
PAYMENT,21773.8,C1529592046,36382,14608.2,M956583286,0,0,0
CASH_OUT,207778.76,C2100185654,3454,0,C273797218,994165.55,1660320.64,0
PAYMENT,7999,C1023957340,4260,0,M1252734155,0,0,0
PAYMENT,917.31,C1209711533,0,0,M1487774907,0,0,0
PAYMENT,3705.22,C1796600731,11131,7425.78,M1705276386,0,0,0
CASH_OUT,451831.87,C1739610866,0,0,C623008408,1914315.64,2877350.82,0
CASH_OUT,113763.41,C940772594,107192,0,C1894196217,2167819.68,2537853.07,0
PAYMENT,23885.02,C715419128,3421,0,M722724335,0,0,0
CASH_OUT,94916.79,C587363825,1563,0,C1264654994,7888,86531.51,0
CASH_OUT,124683.89,C1603706788,0,0,C536721203,1517330.37,1561170.93,0
PAYMENT,3864.23,C184578015,0,0,M1791663877,0,0,0
PAYMENT,861.08,C1673074878,0,0,M478817229,0,0,0
TRANSFER,62353.86,C1351850066,0,0,C649265468,6376445.17,7218552.07,0
PAYMENT,7107.59,C2079698101,0,0,M1759253060,0,0,0
PAYMENT,17518.86,C604345041,17295.16,0,M707492279,0,0,0
CASH_IN,80699.76,C1145685394,3881402.98,3962102.73,C1499819931,1411624.49,1330924.73,0
PAYMENT,8579.95,C1560332876,0,0,M1669662423,0,0,0
PAYMENT,1189.07,C58245097,11009,9819.93,M1399573237,0,0,0
CASH_IN,357415.1,C273227312,550,357965.1,C1958602201,0,13818.24,0
PAYMENT,4889.99,C515002543,0,0,M683523676,0,0,0
CASH_OUT,251212.18,C1655867008,78872.79,0,C1703006213,2298706.55,2918420,0
CASH_IN,258326.05,C1630594645,918601.72,1176927.77,C1504217374,1617014.2,1358688.15,0
CASH_OUT,28918.11,C2059510324,23835,0,C223171438,0,36980.48,0
CASH_OUT,47938.01,C1413598636,102926,54987.99,C1104810713,0,77198.23,0
PAYMENT,7054.06,C1665431941,20251,13196.94,M648715669,0,0,0
CASH_OUT,232847.22,C1629847087,5002,0,C1131133741,30477.76,714395.16,0
PAYMENT,11733.41,C423562742,60464.16,48730.74,M484303933,0,0,0
PAYMENT,53303.14,C173687734,3764.23,0,M2086062944,0,0,0
CASH_OUT,120251.22,C1482515719,0,0,C352914906,213173.79,333425,0
CASH_IN,290460.63,C1941907135,11472,301932.63,C888754013,346961,73842.35,0
PAYMENT,14498.54,C755570739,0,0,M730043660,0,0,0
PAYMENT,5415.13,C1672263958,0,0,M1039734199,0,0,0
CASH_OUT,297671.22,C2074694394,0,0,C1867096421,1331387.43,2145961.35,0
CASH_OUT,426334.42,C83425898,14469,0,C2066671895,449463.01,678438.47,0
PAYMENT,5638.22,C661704564,33982,28343.78,M922182816,0,0,0
PAYMENT,21667.32,C1850072923,0,0,M1650986818,0,0,0
CASH_IN,7153.45,C1310933170,10205063.33,10212216.78,C89146006,1757838.49,2431034.99,0
TRANSFER,88853.19,C267696579,0,0,C967404639,487798.41,1260597.06,0
CASH_OUT,189199.94,C506719442,98980.29,0,C577924039,3085144.58,3689522.21,0
TRANSFER,182213.74,C49844453,17661,0,C196308419,10083,0,0
CASH_OUT,534185.67,C1230873541,257288,0,C1573736523,189115.68,228799.31,0
CASH_OUT,51378.51,C853190053,3327,0,C1308026520,67918,511895.29,0
CASH_OUT,192627.03,C493077322,0,0,C1068504317,263083.41,394230.39,0
TRANSFER,526750.35,C1941445211,40393,0,C1688930076,952019.51,1478769.86,0
PAYMENT,27005.06,C506710211,19980,0,M1783114025,0,0,0
CASH_OUT,20761.47,C1705800484,41256,20494.53,C435402855,2924266.44,3124912.48,0
CASH_OUT,150215.1,C463195472,0,0,C1999142027,301447.79,1165908.55,0
CASH_OUT,168138.94,C156072394,0,0,C1954106567,171862.96,45462.85,0
TRANSFER,210582.39,C295679738,5095,0,C1436076289,3456912.62,3667495.01,0
PAYMENT,6879.47,C77163718,29413,22533.53,M489726488,0,0,0
PAYMENT,5723.76,C578571806,846759.64,841035.88,M443287714,0,0,0
CASH_OUT,113107.59,C1572066046,0,0,C346880788,352932.56,676818.93,0
CASH_OUT,337865.48,C1463713236,10088,0,C1075447932,9886292.34,10723135.4,0
PAYMENT,3935.09,C2013870063,11138,7202.91,M331699,0,0,0
CASH_OUT,62289.35,C1757982897,0,0,C236174218,509313.27,1187986.56,0
CASH_IN,75075.66,C1336365960,11073481.34,11148557,C1754042370,567391.51,409276.47,0
CASH_OUT,41539,C271919174,0,0,C1623014027,3895160.51,4117756.74,0
TRANSFER,829374.69,C1444875630,0,0,C1184286050,1237225.43,2066600.12,0
PAYMENT,10914.6,C752170581,0,0,M1032634065,0,0,0
CASH_OUT,1661.14,C1716868538,0,0,C2121938807,217313.27,218974.41,0
TRANSFER,441318.56,C461400507,0,0,C1528787128,2383816.07,2825134.63,0
CASH_OUT,152138.45,C811338221,164729,12590.55,C979822225,369120.26,347522.65,0
CASH_OUT,144667.71,C2137128012,0,0,C1508641754,797424.57,942092.28,0
CASH_OUT,321895.42,C866388925,166448,0,C1468906307,0,321895.42,0
TRANSFER,675282.95,C1160410330,0,0,C1154103164,2404803.48,4854173.09,0
CASH_OUT,107332.72,C198544670,26883,0,C340190871,1460.73,191011.91,0
CASH_OUT,106761.24,C117616609,0,0,C1365834356,1971949.46,2226747.62,0
CASH_OUT,77855.49,C799953857,815518.03,737662.54,C2029885969,2782924.97,2885693.69,0
PAYMENT,15025.89,C1803484851,44671.48,29645.6,M1548136100,0,0,0
CASH_OUT,15004.55,C1361212386,0,0,C2043235731,276343.69,436952.83,0
PAYMENT,12449.6,C1766956012,0,0,M52591406,0,0,0
CASH_OUT,200779.81,C1242892127,101157.32,0,C767866250,1913256.12,2817682.28,0
PAYMENT,2588.32,C1814465441,0,0,M1125281499,0,0,0
TRANSFER,748711.09,C779940647,0,0,C1103638614,2393910.34,2977109.97,0
CASH_OUT,114337.92,C2041956065,2049,0,C1465718273,3883877.83,3998215.75,0
TRANSFER,231815.6,C494747108,0,0,C1275724704,542963.2,580377.05,0
PAYMENT,3171.08,C1827975975,237947.95,234776.87,M1854529889,0,0,0
PAYMENT,3919.06,C2084293085,27104,23184.94,M786049587,0,0,0
CASH_OUT,176108.79,C825543590,0,0,C252626745,412702.84,588811.63,0
CASH_IN,95216.47,C1365646339,10803,106019.47,C975905646,70761,0,0
TRANSFER,244458.88,C845475993,0,0,C1191955245,270669.28,344595.59,0
CASH_IN,243265.85,C364527901,101458,344723.85,C1615004202,256390.25,13124.4,0
CASH_IN,215831.86,C1445937385,758279.79,974111.64,C774416446,2760703.57,2185280.51,0
CASH_IN,78361.23,C314508225,3796504.32,3874865.55,C1200112176,361075.45,507131.89,0
CASH_IN,285031.63,C452316141,9082,294113.63,C68212550,0,51450.42,0
CASH_IN,81105.9,C281072619,2881586.93,2962692.83,C976896991,3166762.64,2676926.93,0
CASH_OUT,248866.94,C770220009,214,0,C589565963,1213824.57,2019843.39,0
CASH_OUT,199357.14,C1767901523,0,0,C929989730,253111.38,452468.52,0
